,name,phone,price_range,year_in_business,amenities,categories,city_name,city_code,zip_code,updated_at,open_status,website,order_online,rating,rating_count,rating,rating_count,rating
3548,On The Hook,(714) 671-5886,2.0,,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.275393,OPEN NOW,http://onthehook.com,,1.0,,4.5,67.0,8.28
3549,Greens N Things,(714) 784-6614,1.0,,,"['Restaurants', 'American Restaurants', 'Bars']",Brea,CA,92821.0,2023-05-16 03:07:48.815945,OPEN NOW,http://www.greensnthingskitchen.com,Order Online,,,4.5,3.0,
3550,Panini Kabob Grill - Brea,(714) 671-9511,,1.0,,"['Restaurants', 'Family Style Restaurants', 'Caterers']",Brea,CA,92821.0,2023-05-16 03:07:49.053772,OPEN NOW,https://paninikabobgrill.com,,,1.0,,,
3551,Fratellino_s Italian by Cesar Lomeli,(714) 255-9100,1.0,45.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.322125,OPEN NOW,http://www.fratellinos.com,,,45.0,4.5,85.0,7.8
3552,Marketplace Cafe,(714) 582-6660,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Coffee Shops', 'American Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.357035,CLOSED NOW,https://www.nordstrom.com/store-details/nordstrom-brea-mall?utm_source=other&utm_medium=organic&utm_campaign=food&utm_content=32321&utm_channel=low_nd_seo_local&sp_source=other&sp_campaign=food,,,,4.5,18.0,8.28
3553,Cabo Grill & Cantina,(714) 529-2540,2.0,18.0,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.902925,CLOSED NOW,https://www.cabosgrillandcantina.com/?fbclid=IwAR1W_eaq1WWqKzQo77JRJ370Uj2T,,4.5,18.0,,,8.24
3554,Thai Specialties,(714) 256-2229,2.0,33.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Thai Restaurants', 'Caterers']",Brea,CA,92821.0,2023-05-16 03:07:48.492349,OPEN NOW,,Order Online,,33.0,4.5,14.0,
3555,Capital Noodle Bar,(714) 983-7996,2.0,42.0,['Serves alcohol'],"['Restaurants', 'Chinese Restaurants', 'Bars']",Brea,CA,92823.0,2023-05-16 03:07:48.805446,OPEN NOW,http://capital-seafood.com/noodle.php,Order Online,1.0,42.0,4.0,6.0,
3556,Boston Donuts,(714) 992-2561,1.0,36.0,['Wheelchair accessible'],"['Restaurants', 'Donut Shops']",La Habra,CA,90631.0,2023-05-16 03:07:49.341054,OPEN NOW,,Order Online,5.0,36.0,4.0,3.0,7.68
3557,Slapfish,(657) 444-2291,2.0,8.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants', 'Caterers']",Brea,CA,92823.0,2023-05-16 03:07:48.519940,OPEN NOW,http://snapfish.com,Order Online,,8.0,4.0,27.0,7.52
3558,Fuji Grill Brea,(714) 257-9110,1.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.540749,OPEN NOW,http://www.fujigrill.com,,,,4.5,5.0,6.71
3559,Olive Pit Grill-Huntington BCH,(714) 529-3200,2.0,,,"['Restaurants', 'Mediterranean Restaurants', 'Greek Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.555522,CLOSED NOW,http://www.olivepitgrill.com,,,,,,
3560,La Habra Heights Cafe,(562) 690-4870,1.0,75.0,['Has Wifi'],"['Restaurants', 'Coffee Shops', 'Hamburgers & Hot Dogs']",La Habra,CA,90631.0,2023-05-16 03:07:49.987401,CLOSED NOW,http://www.lahabraheightscafe.com,,5.0,75.0,4.0,13.0,7.59
3561,Macallans Public House,(714) 529-1224,,,,"['Restaurants', 'American Restaurants', 'Bars']",Brea,CA,92821.0,2023-05-16 03:07:48.715275,OPEN NOW,http://www.macallanspub.com,,,,4.0,37.0,
3562,La Puerta,(714) 990-5013,,,,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.726447,OPEN NOW,http://www.lapuertamexicanfood.com,,,,4.5,9.0,7.15
3563,Buca di Beppo Italian Restaurant,(714) 529-6262,3.0,30.0,['Serves alcohol'],"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.738176,OPEN NOW,https://locations.bucadibeppo.com/us/ca/brea/1609-e-imperial-hwy?utm_source=yext&utm_campaign=yext-listings&utm_medium=organic&y_source=1_NDgxNzU5NS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Order Online,,30.0,3.5,70.0,6.59
3564,Pizza Corner,(714) 529-5290,2.0,15.0,"['Wheelchair accessible', 'Good for groups']","['Restaurants', 'Pizza', 'Italian Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.772343,CLOSED NOW,https://www.pizzacornerbrea.com,Order Online,5.0,15.0,5.0,2.0,
3565,Pho Tay Bac Restaurant,(714) 529-2162,1.0,20.0,"['Wheelchair accessible', 'Good for groups']","['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.793880,OPEN NOW,,,,20.0,4.0,3.0,8.07
3566,Portofino Trattoria,(562) 690-1765,2.0,,,"['Restaurants', 'Italian Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.826532,OPEN NOW,https://www.portofinotrattoria.com/maps,Order Online,,,5.0,1.0,
3567,Pho Saigon Pearl,(714) 784-6666,1.0,,,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.847585,OPEN NOW,http://www.phosaigonpearl.com,,,,4.0,2.0,
3568,Cha Chas Latin Kitchen,(714) 255-1040,,14.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Latin American Restaurants', 'Caterers']",Brea,CA,92821.0,2023-05-16 03:07:48.869157,OPEN NOW,http://chachaslatinkitchen.com,,,14.0,,,7.65
3569,Kamea Poke,(714) 784-6668,1.0,,,"['Restaurants', 'Japanese Restaurants', 'Seafood Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.880585,OPEN NOW,,,,,,,
3570,Cabin Eats,(714) 646-9694,1.0,,"['Offers outdoor seating', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Seafood Restaurants']",Brea,CA,92823.0,2023-05-16 03:07:48.891354,OPEN NOW,http://cabin-eats.business.site,,,,,,
3571,China Wok,(714) 255-1888,1.0,20.0,"['Offers outdoor seating', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Caterers']",Brea,CA,92821.0,2023-05-16 03:07:48.924995,OPEN NOW,http://eatchinawok.com,Order Online,1.5,20.0,,,
3572,Holy Crab,(714) 990-8887,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.936351,OPEN NOW,,,,,,,
3573,Hoshi Shabu Shabu,(714) 671-1000,,,,"['Restaurants', 'Take Out Restaurants', 'Seafood Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.947828,CLOSED NOW,,,,,,,
3574,Freshii,(714) 989-5015,,18.0,,"['Restaurants', 'American Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:49.125418,CLOSED NOW,https://www.freshii.com/ca,,,18.0,,,
3575,The Cat & Custard Cup,(562) 694-3812,3.0,44.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']",['Restaurants'],La Habra,CA,90631.0,2023-05-16 03:07:49.249056,CLOSED NOW,http://www.catandcustardcup.com,Order Online,5.0,44.0,,,
3576,Vinny_s Italian Restaurant,(562) 694-3400,2.0,21.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Italian Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.260371,CLOSED NOW,http://www.vinnysitalianrestaurant.com,,,21.0,4.5,32.0,7.68
3577,Continental Deli,(562) 697-0333,,31.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Delicatessens', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.329226,CLOSED NOW,http://continentaldeli.us,Order Online,,31.0,4.5,10.0,7.23
3578,Love Letter Pizza & Chicken,(714) 446-9904,2.0,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Pizza', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.352410,OPEN NOW,http://www.loveletterpizzachickenlahabra.mealpoint.us,,,,3.0,2.0,
3579,The Green Chile,(562) 448-3674,1.0,,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Take Out Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.363632,CLOSED NOW,http://greenchilerestaurant.com,Order Online,,,,,
3580,Pho,(714) 871-3757,1.0,15.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Vietnamese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.374644,OPEN NOW,,,,15.0,,,
3581,Casa Adelita,(562) 694-2926,2.0,51.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.386279,OPEN NOW,http://www.casaadelitalahabra.com,Order Online,,51.0,4.5,21.0,8.52
3582,Higo Chicken,(562) 697-3470,2.0,45.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.998976,CLOSED NOW,https://www.higochicken.com,Order Online,5.0,45.0,5.0,1.0,7.1
3583,Arigatto Sushi,(562) 697-6303,2.0,4.0,"['Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.044776,OPEN NOW,https://www.arigattolahabra.com/contact,Order Online,4.0,4.0,,,6.77
3584,Thai Time Cuisine,(562) 697-4408,1.0,12.0,"['Has Wifi', 'Takes reservations']","['Restaurants', 'Thai Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.055683,CLOSED NOW,https://www.thaitimecuisine.com/contact,Order Online,,12.0,5.0,6.0,8.48
3585,Twin Dragon,(714) 278-9388,1.0,12.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Chinese Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.584923,OPEN NOW,http://twindragonfood.com,Order Online,,12.0,,,8.08
3586,Oriental Chinese Restaurant,(562) 697-4091,2.0,13.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.794870,OPEN NOW,https://www.orientalchineseca.com/location.aspx,Order Online,,13.0,4.5,16.0,
3587,Blackjack Pizzeria,(562) 694-4111,1.0,10.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Pizza', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.820164,OPEN NOW,https://www.facebook.com/blackjackpizzerialahabra/C,Order Online,,10.0,4.5,4.0,
3588,Chinos Tacos,(323) 695-1309,,,,"['Restaurants', 'Take Out Restaurants']",Lawndale,CA,90260.0,2023-05-16 03:07:56.734350,OPEN NOW,https://chinostacos.business.site,Order Online,,,,,
3589,Slider Stop,(424) 348-8388,,,,"['Restaurants', 'Take Out Restaurants']",Lawndale,CA,90260.0,2023-05-16 03:07:56.758881,,,,,,,,
3590,Taqueria Mexico,(714) 526-8226,1.0,10.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Mexican Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.478420,OPEN NOW,http://www.facebook.com/Taqueria-Mexico-La-Habra-491450044275604,Order Online,,10.0,5.0,3.0,
3591,Albert_s Mexican Food,(562) 694-8915,1.0,14.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups']","['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.489928,OPEN NOW,https://www.facebook.com/albertsmexicanfoodlahabra,,,14.0,4.5,9.0,6.74
3592,The HoneyBaked Ham Company,(562) 694-2114,2.0,66.0,"['Wheelchair accessible', 'Takes reservations']","['Restaurants', 'Sandwich Shops', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.502187,CLOSED NOW,https://www.honeybaked.com/stores/10000090,,,66.0,4.5,5.0,
3593,Pho Fula,(714) 992-5747,1.0,10.0,"['Wheelchair accessible', 'Takes reservations']","['Restaurants', 'Vietnamese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.513518,OPEN NOW,,Order Online,,10.0,4.0,7.0,7.34
3594,Orange House Take Out,(562) 694-2254,1.0,40.0,['Wheelchair accessible'],"['Restaurants', 'Take Out Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.525526,OPEN NOW,https://orangehousetakeout.dine.online,Order Online,,40.0,4.0,2.0,
3595,La Central Bakery,(562) 691-1234,1.0,45.0,['Wheelchair accessible'],"['Restaurants', 'Bakeries']",La Habra,CA,90631.0,2023-05-16 03:07:49.536979,OPEN NOW,http://www.lacentralbakery.com,Order Online,,45.0,4.0,3.0,
3596,Fula Noodle & Grill Fula Noodle & Grill,(714) 526-0800,1.0,10.0,"['Wheelchair accessible', 'Takes reservations']",['Restaurants'],La Habra,CA,90631.0,2023-05-16 03:07:49.559889,OPEN NOW,,,,10.0,,,
3597,La Ranchera Taqueria,(562) 691-0252,1.0,19.0,['Wheelchair accessible'],"['Restaurants', 'Mexican Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:49.582559,OPEN NOW,,,5.0,19.0,,,
3598,Rohey_s Wok And Grill,(562) 691-2144,,,,"['Restaurants', 'Chinese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.426175,OPEN NOW,,,,,,,
3599,Oeeshi Sushi,(562) 690-9321,2.0,10.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.939667,OPEN NOW,,,5.0,10.0,,,
3600,My Thai Restaurant,(562) 697-2662,2.0,45.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Thai Restaurants', 'Chinese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.950946,OPEN NOW,,Order Online,5.0,45.0,4.0,5.0,8.31
3601,La Barca De Jalisco Restaurant,(562) 690-4477,2.0,22.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Latin American Restaurants', 'Family Style Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.963625,CLOSED NOW,http://labarcarestaurante.com,,3.0,22.0,3.5,20.0,
3602,Golden Star Chinese Restaurant,(562) 691-5548,,17.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.975545,CLOSED NOW,,,3.5,17.0,,,
3603,Ho-Ho China,(562) 697-7666,1.0,30.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.010177,OPEN NOW,https://www.facebook.com/pages/Ho-Ho-China/116163075077988,Order Online,5.0,30.0,3.5,2.0,
3604,Great Wall Mongolian BBQ,(714) 680-3569,1.0,30.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mongolian Restaurants', 'Take Out Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.022060,OPEN NOW,,,5.0,30.0,,,
3605,Pho La Habra,(562) 690-1107,1.0,17.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.033416,OPEN NOW,,Order Online,4.0,17.0,,,7.38
3606,Meiga Sushi,(562) 690-9321,,7.0,"['Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.077323,OPEN NOW,http://www.meigasushi.com,,,7.0,,,
3607,India Restaurant La Habra,(562) 694-8590,2.0,,,"['Restaurants', 'Indian Restaurants', 'Seafood Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.088507,OPEN NOW,https://www.indiarestaurantoc.com/Contact,Order Online,,,5.0,3.0,
3608,Silverlake Ramen,(562) 245-7208,,,,"['Restaurants', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.099894,OPEN NOW,http://www.silverlakeramen.com,Order Online,,,5.0,1.0,
3609,Vinnys Italian Restaurant,(562) 694-3400,,,,"['Restaurants', 'Italian Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.110689,CLOSED NOW,,Order Online,,,,,
3610,Pho Ly,(562) 448-3169,1.0,11.0,"['Has Wifi', 'Takes reservations']","['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.122442,OPEN NOW,,Order Online,,11.0,4.0,10.0,
3611,China Station,(562) 690-4205,2.0,43.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.133865,OPEN NOW,http://www.chinastationtogo.com,Order Online,,43.0,4.0,8.0,
3612,Hi BBQ Teriyaki,(562) 690-3500,,,,"['Restaurants', 'Hawaiian Restaurants', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.145025,OPEN NOW,https://www.hibbqorders.com,,,,,,
3613,Arthur_s Coffee Shop,(562) 691-7793,2.0,39.0,['Wheelchair accessible'],"['Restaurants', 'Coffee Shops', 'Coffee & Espresso Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.178115,CLOSED NOW,http://www.bestbreakfastoc.com,Order Online,,39.0,4.0,74.0,7.41
3614,Chinatown Express 108,(562) 697-1211,,,,"['Restaurants', 'Chinese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.189718,CLOSED NOW,,,,,,,
3615,Angelo_s and Vinci's Ristorante,(657) 217-2954,,,,"['Restaurants', 'Caterers', 'Italian Restaurants', 'Pizza']",,,,2023-05-16 03:07:52.767027,,,,4.5,,,,
3616,Dazzle Wok,(714) 680-6806,,,,"['Restaurants', 'Chinese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.319470,,,,,,,,
3617,Duffy_s Restaurant,(714) 870-4181,,48.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Cocktail Lounges']",La Habra,CA,90631.0,2023-05-16 03:07:50.330679,OPEN NOW,https://local.yahoo.com/info-20544461-duffy-s-restaurant-la-habra,,,48.0,4.0,1.0,
3618,Higo Sushi,(562) 691-8662,,,,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.365758,CLOSED NOW,https://www.higosushilahabra.com,,,,4.5,18.0,
3619,Mida Sushi Inc,(562) 266-1712,,,,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.400493,,,,,,,,
3620,Honeyfish Poke,(714) 680-3602,1.0,,,"['Restaurants', 'Seafood Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.478620,OPEN NOW,http://www.honeyfishpoke.com,,,,,,
3621,Choice Teriyaki,(562) 902-0690,,,,"['Restaurants', 'Japanese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.502726,,,,,,,,
3622,Pho Lily Mongolian BBQ,(714) 519-3084,,,,"['Restaurants', 'Barbecue Restaurants', 'Chinese Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.529177,OPEN NOW,https://pho-lily-mongolian-bbq-noodles-and-grill.business.site,Order Online,,,,,
3623,Miyako Japanese Restaurant,(562) 691-5588,2.0,16.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",La Habra,CA,90631.0,2023-05-16 03:07:50.556571,OPEN NOW,,Order Online,,16.0,4.0,2.0,6.2
3624,Alanza Corp,(310) 679-1183,,,,['Restaurants'],Lawndale,CA,90260.0,2023-05-16 03:07:56.747187,,,,,,,,
3625,El Nuevo,(424) 570-0600,,,,['Restaurants'],Wilmington,CA,90744.0,2023-05-16 03:07:58.089773,,,,,,,,
3626,Cafe,(310) 830-4933,,,,['Restaurants'],Wilmington,CA,90744.0,2023-05-16 03:07:58.241033,,,,,,,,
3627,La Cascada Restaurant,(562) 691-3200,,,,"['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.662480,OPEN NOW,,,,,,,
3628,Ace_s B B Q,(562) 691-5032,,,['Wheelchair accessible'],"['Restaurants', 'Barbecue Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:50.688954,,,,,,,,
3629,Catalina Restaurant Group,(562) 691-8711,,,,"['Restaurants', 'Family Style Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.714498,,,,,,,,
3630,Ruby Red_s Bbq,(562) 500-7891,,,,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.740422,CLOSED NOW,,,,,5.0,1.0,
3631,Akafuji,(714) 519-3134,3.0,,,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.767551,CLOSED NOW,https://www.facebook.com/akafujirestaurant,Order Online,,,5.0,1.0,
3632,Light Townhouse Inc,(562) 691-6550,,13.0,,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.895613,,http://www.gamestop.com,,,13.0,,,
3633,Mk Bbq,(562) 697-3999,2.0,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Barbecue Restaurants', 'Korean Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.922270,OPEN NOW,,,,,,,
3634,Ye Dang Korean Restaurant,(562) 943-3400,,18.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Korean Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.950808,OPEN NOW,http://www.yedangrestaurants.com,Order Online,,18.0,3.5,7.0,6.56
3635,Lily_s Restaurant,(562) 691-7242,1.0,31.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:51.029988,OPEN NOW,https://www.facebook.com/pages/category/Mexican-Restaurant/Lilys-Restaurant-117722451577663,Order Online,,31.0,4.0,7.0,7.22
3636,The Old Spaghetti Factory,(714) 526-6801,,,,"['Restaurants', 'Italian Restaurants', 'Caterers']",Fullerton,CA,92832.0,2023-05-16 03:07:52.264853,OPEN NOW,http://www.osf.com/location/fullerton-ca,Order Online,4.0,,4.0,164.0,
3637,Roman Cucina,(714) 680-6000,2.0,22.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Italian Restaurants', 'Caterers']",Fullerton,CA,92832.0,2023-05-16 03:07:52.284731,OPEN NOW,http://romancucinafullerton.com,Order Online,5.0,22.0,4.5,68.0,8.46
3638,Mulberry St. Ristorante,(714) 525-1056,2.0,39.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Bars']",Fullerton,CA,92832.0,2023-05-16 03:07:52.304590,OPEN NOW,http://www.mulberryfullerton.com,Order Online,,39.0,4.5,103.0,7.77
3639,Summit House Restaurant,(714) 671-4111,3.0,28.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Steak Houses']",Fullerton,CA,92835.0,2023-05-16 03:07:52.324537,OPEN NOW,http://www.summithouse.com,Order Online,,28.0,4.5,419.0,8.93
3640,The Hungry Bear Restaurant,(714) 526-2711,2.0,55.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'American Restaurants', 'Steak Houses']",Fullerton,CA,92835.0,2023-05-16 03:07:52.344585,OPEN NOW,,Order Online,1.0,55.0,3.5,29.0,8.47
3641,Veronese Gallery Cafe,(714) 578-8265,2.0,19.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",Fullerton,CA,92832.0,2023-05-16 03:07:52.364315,OPEN NOW,,Order Online,,19.0,3.5,9.0,7.53
3642,Brownstone Cafe,(714) 526-9123,2.0,26.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Delicatessens']",Fullerton,CA,92832.0,2023-05-16 03:07:52.383885,CLOSED NOW,http://www.brownstonefood.com,Order Online,,26.0,4.0,25.0,7.64
3643,Heroes Bar & Grill,(714) 738-4356,2.0,33.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Bars']",Fullerton,CA,92832.0,2023-05-16 03:07:52.404034,OPEN NOW,http://heroesfullerton.net,Order Online,1.0,33.0,4.0,25.0,8.17
3644,Ziing_s Bistro and Bar,(714) 526-5777,2.0,21.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Fullerton,CA,92832.0,2023-05-16 03:07:52.426307,CLOSED NOW,http://www.ziings.com,Order Online,5.0,21.0,3.5,11.0,6.2
3645,Fuoco Pizzeria Napoletana,(714) 626-0727,2.0,11.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Italian Restaurants', 'Pizza']",Fullerton,CA,92832.0,2023-05-16 03:07:52.448013,OPEN NOW,http://www.fuocopizza.com,Order Online,5.0,11.0,5.0,164.0,8.29
3646,Kaori Sushi,(714) 871-9395,3.0,16.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Fullerton,CA,92832.0,2023-05-16 03:07:52.468160,OPEN NOW,http://kaorisushi.com,Order Online,,16.0,4.5,20.0,7.5
3647,Pho Hana,(714) 446-9588,1.0,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants']",Fullerton,CA,92833.0,2023-05-16 03:07:52.488147,OPEN NOW,http://www.phohanafullerton.com,Order Online,,,,,7.91
